state,district,year,time_step,start_date,end_date,Red,NIR,SWIR1,SWIR2,image_count,mean_cloud_cover,quality_flag
Punjab,Amritsar,2011,0,2011-10-01,2011-10-06,0.088144897708175,0.263735448742897,0.190135800546386,0.1217016610362993,0,,insufficient_data
Punjab,Amritsar,2011,1,2011-10-06,2011-10-11,0.10047494384094675,0.2483620026677888,0.19505828947001536,0.1328699377965961,0,,insufficient_data
Punjab,Amritsar,2011,2,2011-10-11,2011-10-16,0.088144897708175,0.263735448742897,0.190135800546386,0.1217016610362993,1,0.0,valid
Punjab,Amritsar,2011,3,2011-10-16,2011-10-21,0.10616667239212058,0.241923441630824,0.19734172289231025,0.1355670576047598,0,,insufficient_data
Punjab,Amritsar,2011,4,2011-10-21,2011-10-26,0.1128049899737185,0.2329885565926806,0.1999807783936447,0.1440382145568929,1,1.0,valid
Punjab,Amritsar,2011,5,2011-10-26,2011-10-31,0.1175501294944682,0.2290463195568944,0.2019085897369001,0.1409612972210872,1,22.0,valid
Punjab,Amritsar,2011,6,2011-10-31,2011-11-05,0.11562324302589735,0.2185627616513371,0.20734363028609704,0.15437877608127676,0,,insufficient_data
Punjab,Amritsar,2011,7,2011-11-05,2011-11-10,0.1142032100029751,0.2080162346816493,0.2137183945308717,0.1585045132427718,2,0.5,valid
Punjab,Amritsar,2011,8,2011-11-10,2011-11-15,0.1179346426324276,0.2041999357741241,0.2137667584829717,0.1740110793043551,3,6.333333333333333,valid
Punjab,Amritsar,2011,9,2011-11-15,2011-11-20,0.12390408630222068,0.20583150032593636,0.2093688105072081,0.16669039732845436,0,,insufficient_data
Punjab,Amritsar,2011,10,2011-11-20,2011-11-25,0.1395744062712593,0.2052783305220357,0.2006212785077809,0.1675555994382362,2,14.0,valid
Punjab,Amritsar,2011,11,2011-11-25,2011-11-30,0.13480031136827056,0.20668112183821327,0.19720664936424348,0.15707259626154896,0,,insufficient_data
Punjab,Amritsar,2011,12,2011-11-30,2011-12-05,0.12503918799298053,0.20908222547882813,0.17992128075400338,0.13814078082832848,0,,insufficient_data
Punjab,Amritsar,2011,13,2011-12-05,2011-12-10,0.1468918852011248,0.21056509921848,0.1772319111019779,0.1296511100420556,2,10.0,valid
Punjab,Amritsar,2011,14,2011-12-10,2011-12-15,0.09928293392959668,0.21961356337074686,0.16272752506177046,0.11388810565960848,0,,insufficient_data
Punjab,Amritsar,2011,15,2011-12-15,2011-12-20,0.0886512725065575,0.2114032466959686,0.1619106526522513,0.1172156330046936,1,1.0,valid
Punjab,Amritsar,2011,16,2011-12-20,2011-12-25,0.0623056440811077,0.2368723441977919,0.1490400114310822,0.0947975739320762,1,25.0,valid
Punjab,Amritsar,2011,17,2011-12-25,2011-12-30,0.08409722348256715,0.24160382750781337,0.14719637080548323,0.09313225581457475,0,,insufficient_data
Punjab,Amritsar,2011,18,2011-12-30,2012-01-04,0.1201284823633326,0.246128621736341,0.1365114261413216,0.082051969871456,1,1.0,valid
Punjab,Amritsar,2011,19,2012-01-04,2012-01-09,0.08257920714123702,0.25167068777842827,0.14229161018989386,0.08510446341786847,0,,insufficient_data
Punjab,Amritsar,2011,20,2012-01-09,2012-01-14,0.0653034949792708,0.2720110974011519,0.1413233929972778,0.0784638464500732,2,2.0,valid
Punjab,Amritsar,2011,21,2012-01-14,2012-01-19,0.0750695134473872,0.27858472989657473,0.14007814710646008,0.0781066730421661,0,,insufficient_data
Punjab,Amritsar,2011,22,2012-01-19,2012-01-24,0.052540028989414504,0.29481278397669164,0.14186150758902932,0.07613402462752115,0,,insufficient_data
Punjab,Amritsar,2011,23,2012-01-24,2012-01-29,0.0397765629995582,0.3176144705522313,0.1423996221807808,0.0738042028049691,1,8.0,valid
Punjab,Amritsar,2011,24,2012-01-29,2012-02-03,0.04254689157535655,0.33571408797541036,0.14657639683967139,0.0767431719527549,0,,insufficient_data
Punjab,Amritsar,2011,25,2012-02-03,2012-02-08,0.04254689157535655,0.33571408797541036,0.14657639683967139,0.0767431719527549,0,,insufficient_data
Punjab,Amritsar,2011,26,2012-02-08,2012-02-13,0.0453172201511549,0.3538137053985895,0.150753171498562,0.0796821411005407,2,1.0,valid
Punjab,Amritsar,2011,27,2012-02-13,2012-02-18,0.04131465794876085,0.36748332520627164,0.148901808559265,0.07720335010024365,0,,insufficient_data
Punjab,Amritsar,2011,28,2012-02-18,2012-02-23,0.04131465794876085,0.36748332520627164,0.148901808559265,0.07720335010024365,0,,insufficient_data
Punjab,Amritsar,2011,29,2012-02-23,2012-02-28,0.0373120957463668,0.3811529450139538,0.147050445619968,0.0747245590999466,2,1.5,valid
Punjab,Amritsar,2011,30,2012-02-28,2012-03-04,0.0397727149135488,0.38825021954177974,0.14365617299961186,0.07117077527605414,0,,insufficient_data
Punjab,Amritsar,2011,31,2012-03-04,2012-03-09,0.0397727149135488,0.38825021954177974,0.14365617299961186,0.07117077527605414,0,,insufficient_data
Punjab,Amritsar,2011,32,2012-03-09,2012-03-14,0.0422333340807308,0.3953474940696057,0.1402619003792557,0.0676169914521617,2,4.0,valid
Punjab,Amritsar,2011,33,2012-03-14,2012-03-19,0.0507154045704,0.35758189930184353,0.14489866704294635,0.07597783789633711,0,,insufficient_data
Punjab,Amritsar,2011,34,2012-03-19,2012-03-24,0.0552696650118448,0.3144047671367954,0.1420844891810171,0.07770079841072326,0,,insufficient_data
Punjab,Amritsar,2011,35,2012-03-24,2012-03-29,0.0552696650118448,0.3144047671367954,0.1420844891810171,0.07770079841072326,0,,insufficient_data
Punjab,Amritsar,2011,36,2012-03-29,2012-04-03,0.0591974750600692,0.3198163045340814,0.149535433706637,0.0843386843405125,2,7.0,valid
Punjab,Amritsar,2011,37,2012-04-03,2012-04-08,0.0643781858947344,0.2280505028066992,0.1364561334571586,0.0811467194394956,1,0.0,valid
Punjab,Amritsar,2011,38,2012-04-08,2012-04-13,0.07826980470699457,0.24864954865112524,0.15622582819466382,0.09733867673804526,0,,insufficient_data
Punjab,Amritsar,2011,39,2012-04-13,2012-04-18,0.07826980470699457,0.24864954865112524,0.15622582819466382,0.09733867673804526,0,,insufficient_data
