state,district,year,time_step,start_date,end_date,Red,NIR,SWIR1,SWIR2,image_count,mean_cloud_cover,quality_flag
Haryana,Rohtak,2021,0,2021-10-01,2021-10-06,0.0553036516412081,0.3068099082046566,0.1559359022973971,0.080808992590934,1,19.56,valid
Haryana,Rohtak,2021,1,2021-10-06,2021-10-11,0.0553036516412081,0.3068099082046566,0.1559359022973971,0.080808992590934,0,,insufficient_data
Haryana,Rohtak,2021,2,2021-10-11,2021-10-16,0.0553036516412081,0.3068099082046566,0.1559359022973971,0.080808992590934,0,,insufficient_data
Haryana,Rohtak,2021,3,2021-10-16,2021-10-21,0.08652212940524705,0.2935369806307055,0.1884230614137232,0.11761091749745325,0,,insufficient_data
Haryana,Rohtak,2021,4,2021-10-21,2021-10-26,0.117740607169286,0.2802640530567544,0.2209102205300493,0.1544128424039725,0,,insufficient_data
Haryana,Rohtak,2021,5,2021-10-26,2021-10-31,0.117740607169286,0.2802640530567544,0.2209102205300493,0.1544128424039725,0,,insufficient_data
Haryana,Rohtak,2021,6,2021-10-31,2021-11-05,0.117740607169286,0.2802640530567544,0.2209102205300493,0.1544128424039725,1,17.7,valid
Haryana,Rohtak,2021,7,2021-11-05,2021-11-10,0.1237703699243763,0.2586187526732849,0.2295808573969949,0.1778649329959182,0,,insufficient_data
Haryana,Rohtak,2021,8,2021-11-10,2021-11-15,0.1237703699243763,0.2586187526732849,0.2295808573969949,0.1778649329959182,0,,insufficient_data
Haryana,Rohtak,2021,9,2021-11-15,2021-11-20,0.1298001326794666,0.2369734522898154,0.2382514942639405,0.2013170235878639,1,26.67,valid
Haryana,Rohtak,2021,10,2021-11-20,2021-11-25,0.1166014354402554,0.21849709363498304,0.21854400832029341,0.17804429383359038,0,,insufficient_data
Haryana,Rohtak,2021,11,2021-11-25,2021-11-30,0.1166014354402554,0.21849709363498304,0.21854400832029341,0.17804429383359038,0,,insufficient_data
Haryana,Rohtak,2021,12,2021-11-30,2021-12-05,0.1034027382010442,0.2000207349801507,0.1988365223766463,0.1547715640793169,1,0.63,valid
Haryana,Rohtak,2021,13,2021-12-05,2021-12-10,0.09615384112566144,0.20562260228047557,0.18827179898313826,0.1438282149881591,0,,insufficient_data
Haryana,Rohtak,2021,14,2021-12-10,2021-12-15,0.09615384112566144,0.20562260228047557,0.18827179898313826,0.1438282149881591,0,,insufficient_data
