state,district,year,time_step,start_date,end_date,Red,NIR,SWIR1,SWIR2,image_count,mean_cloud_cover,quality_flag
Uttar_Pradesh,Kanpur Dehat,2020,0,2020-10-01,2020-10-06,0.0940648237978481,0.3179228784378982,0.2249202680456145,0.142391794141362,2,0.0,valid
Uttar_Pradesh,Kanpur Dehat,2020,1,2020-10-06,2020-10-11,0.0991559559719502,0.3027711708672886,0.2371648004401939,0.1618331862171646,3,4.343333333333333,valid
Uttar_Pradesh,Kanpur Dehat,2020,2,2020-10-11,2020-10-16,0.11109265213620417,0.29399088817258534,0.2471076167313636,0.17087164049473227,0,,insufficient_data
Uttar_Pradesh,Kanpur Dehat,2020,3,2020-10-16,2020-10-21,0.120135179459075,0.2839098677176414,0.2551993750328814,0.1775325540021021,4,0.94,valid
Uttar_Pradesh,Kanpur Dehat,2020,4,2020-10-21,2020-10-26,0.1310146493159434,0.2713596356675132,0.2711460234067647,0.2017290276183004,4,0.5549999999999999,valid
Uttar_Pradesh,Kanpur Dehat,2020,5,2020-10-26,2020-10-31,0.15293638382609998,0.26934837052597066,0.27382526330720514,0.20494295895770706,0,,insufficient_data
Uttar_Pradesh,Kanpur Dehat,2020,6,2020-10-31,2020-11-05,0.1859436740963923,0.2912850794967742,0.300434081984047,0.2308406781465692,4,13.785,valid
Uttar_Pradesh,Kanpur Dehat,2020,7,2020-11-05,2020-11-10,0.1749340963049157,0.2451977570919651,0.2568027597393627,0.1889359692184299,1,2.0,valid
Uttar_Pradesh,Kanpur Dehat,2020,8,2020-11-10,2020-11-15,0.1526543199541734,0.2549895126559596,0.2855440763729699,0.2256765658031338,1,5.84,valid
Uttar_Pradesh,Kanpur Dehat,2020,9,2020-11-15,2020-11-20,0.1344636991987377,0.2539373789836411,0.211802710867314,0.1311090867700438,1,8.0,valid
Uttar_Pradesh,Kanpur Dehat,2020,10,2020-11-20,2020-11-25,0.14773089886553406,0.2554787830730182,0.25003125655571734,0.18639775298747008,0,,insufficient_data
Uttar_Pradesh,Kanpur Dehat,2020,11,2020-11-25,2020-11-30,0.1273557887230546,0.2617695389211282,0.2517599564913425,0.1959254654920373,2,17.11,valid
Uttar_Pradesh,Kanpur Dehat,2020,12,2020-11-30,2020-12-05,0.1492465901467889,0.2614997277123967,0.2442467793075975,0.1903416776537057,4,10.2775,valid
Uttar_Pradesh,Kanpur Dehat,2020,13,2020-12-05,2020-12-10,0.12497351293183812,0.2632551832878538,0.23164131440774915,0.17723384622223506,0,,insufficient_data
Uttar_Pradesh,Kanpur Dehat,2020,14,2020-12-10,2020-12-15,0.11799152987076864,0.2654214863900918,0.22482947862555416,0.16918652767003947,0,,insufficient_data
Uttar_Pradesh,Kanpur Dehat,2020,15,2020-12-15,2020-12-20,0.0988570914819328,0.2616872427276338,0.2078687029252193,0.1580171630431364,2,6.61,valid
